CODID,SMILE,bgs
4026401,Cl[C@@H]1C(=O)O[C@@H]([C@@H]1O)Cc1ccccc1.Cl[C@H]1C(=O)O[C@H]([C@H]1O)Cc1ccccc1,4.17
2238090,C(=O)(c1ccccc1C(=O)c1cc(c(cc1)C)C)[O-].[NH4+].O.O,3.03
7150089,S(=O)(=O)(N[C@H](C(=O)[O-])Cc1ccccc1)c1ccc(cc1)C.O=C1NCCCC[C@H]1[NH3+],3.26
1518301,S(=O)(=O)(c1ccc(C)cc1)Cc1[nH]c(c2ccc(F)cc2)cc1,2.78
4028758,S(=O)(=O)(N1[C@H](C[C@H]([C@H]1[C@@H]1OC(OC1)(C)C)C(=O)OCC)C(=O)OC)c1ccc(C)cc1,3.5
7152227,[B]1(F)(F)[n]2cccc2=C(c2ccc(cc2)C)c2ccc(c3ccc[nH]3)n12,1.27
7212974,B1(N(C)B(N(B(N1C)N)C)N)N,3.75
1508311,s1c(cc2c1cc1c(c2)cc2cc3sc(cc3cc2c1)C)C,1.24
1502101,O1C([C@]23OC[C@H]4[C@H]([C@@H]2CCC4)[C@@]3(C1=O)C(=O)OC)(C)C.O1C([C@@]23OC[C@@H]4[C@@H]([C@H]2CCC4)[C@]3(C1=O)C(=O)OC)(C)C,4.0
2011802,O1[C@@H]2O[C@@H]([C@@H](O)[C@@H]3O[C@@H](O[C@H]23)c2ccccc2)C1,3.83
7205148,CCc1ccc(cc1)[NH3+].C(=O)([C@@H]([C@H](C(=O)[O-])O)O)O,3.48
2223751,N(/N=C/c1cnccc1)C(=O)c1ccccc1,2.87
4028530,CC(=O)O[C@@H]1C=C([C@@H](OC2CCCCC2)O[C@@H]1COC(=O)C)N(=O)=O,2.34
4076329,C1(=O)C2(C)n3c(cc(C)[n]3[Ru](C#[O])(C#[O])(Cl)([n]3c(C)cc(C)n23)O1)C,3.2
4022177,[W](C#[O])(C#[O])(C#[O])(C#[O])(C#[O])=C1N2N=C3C(=C2OC(=C1)c1ccccc1)CCC3,1.71
4310088,c1n(ccn1)c1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)n1cncc1)C)C,2.19
4507995,O=C(O)CC(=O)O,4.88
7054439,O=C1CCCCC(C(=O)OC)N1,4.14
2224982,O(C(=O)c1c(c(N(=O)=O)cc(N(=O)=O)c1)C)C,2.96
7053274,c1(c(O)cc(O)cc1)C(=O)O,2.98
7216972,O=C1C(Nc2c1cccc2)(C)c1c([nH]c2c1cccc2)C,1.89
4025693,[C@H]1(CS[C@H]2[C@@H]([C@@H]1OC2=O)O)O,3.73
2104411,[Sr+2].C(=O)[O-].C(=O)[O-],4.29
2201159,Br[C@H]1[C@@H](Br)[C@@H]2C(Br)(Br)[C@@H](Br)[C@H]1c1ccccc21.Br[C@@H]1[C@H](Br)[C@H]2C(Br)(Br)[C@H](Br)[C@@H]1c1ccccc21,3.29
7035975,B(c1c(ccc(c1)C(F)(F)F)C(F)(F)F)(c1c(ccc(c1)C(F)(F)F)C(F)(F)F)c1c(ccc(c1)C(F)(F)F)C(F)(F)F,3.37
2231622,N(OCC(=O)O)C(=O)OC(C)(C)C,4.42
7052198,C1(=C([O-])N(C)C(=O)N(C)C1=O)C1(O)C(=O)N(C)C(=O)N(C)C1=O.[NH3+]C.O.O,2.29
2230263,c1c(c(c(cc1C(=O)O)O)O)O.O,2.85
2216316,N(Cc1c(O)cccc1)c1ccccc1,3.53
4023963,O=C1CC[C@H]2C(=C1)C[C@@H]1C[C@H]3[C@](C[C@H]1C2)([C@@H](O)CC3)C,3.08
2239452,CO/N=C(c1ccccc1COc1ccccc1C)/c1nnc(o1)Nc1ccccc1,2.67
2206319,OC(=O)c1cc(c(cc1C(=O)c1ccccc1)C(=O)O)C(=O)c1ccccc1.CCO.CCO,2.76
2216893,c1c(cccn1)C(=O)NN,3.49
1503434,Fc1ccc(/C=C/C2(OC(=O)C=C2c2ccccc2)C(=O)OC)cc1,2.49
4078602,C(#N)C[Ge](c1ccccc1)(c1ccccc1)c1ccccc1,4.1
7200699,ICCl,3.65
4073512,[Rh]1234([N](=C(C=C(O1)C)C)c1c(cccc1C(C)C)C(C)C)[CH]1CC[CH]2=[CH]3CC[CH]4=1,2.59
1519257,s1cc(cc1)/C=C/c1cscc1,2.67
2235980,O1C(=C(C(c2ccc(cc2)C)C2=C1CCCC2=O)C#N)N,2.62
7219794,Fc1cc(/C=N/c2c(F)ccc(F)c2)cc(F)c1,2.46
4504006,C(=O)(/C=C\C=C/C(=O)OCc1ccc(cc1)N(=O)=O)OCc1ccc(cc1)N(=O)=O,2.76
4072293,[Ru]123456(Cl)(N(S(=O)(=O)C(F)(F)F)CC[c]71[cH]2[cH]3[cH]4[cH]5[cH]67)[N]#CC,2.55
7034619,n1c(nn(c1OCC)C)N(=O)=O,2.66
1503811,C1CCC(=O)[C@@]23[C@@H]4CC(=O)O[C@]3(C[C@@H](C4)C)N1CCC2,2.65
4070132,Oc1c(n2c[n+](cc2)C(C)C)cc(cc1C(C)(C)C)C(C)(C)C.[Br-].C(Cl)Cl,3.36
2211046,c1(ccc(cc1)N(=O)=O)NN=CC,1.77
7152906,c1cccc([C@]2(C[C@H](c3ccc(cc3)Br)C3=C(CC(CC3=O)(C)C)O2)O)n1=O,2.96
7206859,Oc1c2c(c(O)cc1)C1(c3ccccc3C2(c2ccccc12)C=O)C=O,2.65
2235213,Oc1ccc(cc1)[NH3+].[O-]C(=O)CC(=O)O,3.21
2100671,NCCN,4.44
7153151,O1c2c(COCC1Cn1nnc(c3ccc(N(=O)=O)cc3)c1)cccc2,2.37
4027838,S=P1(SCCS1)CP1(=S)SCCS1,3.25
2230380,O(c1cc2[C@@H](N[C@@H](Cc2cc1OC)C(=O)OC)c1ccccc1)C,3.55
2018812,Oc1cc2c(cc1O)c1cc(O)c(cc1c1c2cc(O)c(c1)O)O.OC,2.8
7220202,c1(nonc1C1CC1)/N=N/c1c(C2CC2)non1,1.96
7219686,C1(=O)c2ccc(cc2C(=O)N1c1ccc(cc1)OC)N(=O)=O,1.09
1520162,OC(=O)/C=C/C(=O)O.O=C1NCCC1.O=C1NCCC1,2.55
2014007,OC(=O)CON=C1CCCCC1,4.04
4024078,C1(C(Cc2ccccc12)(C)C)=C1C(Cc2ccccc12)(C)C,2.42
2011779,OC(=O)[C@@H](O)[C@H](O)C(=O)[O-].OC(=O)C[NH2+]C,4.26
7150890,O[C@]1(c2c(CN(C[C@H]1O)CCCC)cccc2)C1CCC1.O[C@@]1(c2c(CN(C[C@@H]1O)CCCC)cccc2)C1CCC1,3.53
2229580,Clc1ccccc1Oc1c(cccc1)C(=O)O,3.28
4509974,c1nccn1c1ccc(n2ccnc2)s1,3.18
2102826,Brc1c(cccc1)N\N=C\c1ccc(cc1)C#N,2.04
1503403,S(=O)(=O)(OC1=C(C(=O)CCC1)C1(O)c2ccccc2N(C1=O)C)C,2.63
7113087,o1nc(c(n1)NC(=O)Cc1ccccc1)C,3.77
4074249,c12c3C[O](C)[Bi]2([O](Cc1ccc3)C)(Cl)Cl,3.43
4024925,OC[C@@H]1C[C@@H](CCc2ccccc2)N1S(=O)(=O)C(C)(C)C,4.43
4070877,[Re](Br)(Br)(N=O)([N]#CC)([N]#CC)[N]#CC.N#CC,2.17
7153352,[Cl-].S1c2c(C[C@H](C1)[NH3+])cccc2,3.54
2018173,C(=O)(C[NH3+])[O-].C(=O)(CCCC(=O)O)O,4.47
4338983,C1P2COP(O1)OC2,4.93
7152291,FC(F)(C(=O)OCC)C(O)(CC)c1ccccc1,4.4
2007670,N(=O)(=O)c1cc(N(=O)=O)cc(C(=O)O[C@H](C[C@@]2([C@@H](CCC2)C)c2ccccc2)C)c1,1.79
2017140,C1CC[C@@H]2[C@@H](C1)CCCC2,6.32
1519496,Brc1cc2[C@H]([C@H]([C@H](Nc2cc1)c1ccccc1)C)c1ccccc1,2.99
1507843,Brc1c2c(ccc1)[C@@](O)(C(=O)N2Cc1ccccc1)CC(=O)OC,3.46
1514663,C(=O)/C(=C/c1ccc(cc1)F)c1ccc(cc1)F,2.41
1503614,C1(C)(C)N([C@H](CO1)[C@@H]([C@]1(COC(C(Cl)(Cl)Cl)=N1)C)O)C(=O)OC(C)(C)C,3.6
7052830,c1(ccccn1)NCCO,2.94
2017595,[nH]1nc(c2c(ccnc12)c1ccccc1)c1ccc(cc1)N(=O)=O,2.17
7150644,[P](c1c(c2nc(nc3c2ccc(c3)Cl)C(C)C)c2c(cc1)cccc2)([Cu]1[Cl][Cu]([P](c2ccc3ccccc3c2c2nc(nc3cc(ccc23)Cl)C(C)C)(c2ccccc2)c2ccccc2)[Cl]1)(c1ccccc1)c1ccccc1,1.57
1512325,S=C(N)N/N=C(CC(C(=N\Nc1ccc(OC)cc1)\C(=O)OCC)c1ccccc1)\C.ClC(Cl)Cl,2.22
2229637,Ic1c(OC)cc(OC)c2c(cc(=O)oc12)C,2.53
2238741,N1(CCN(/N=C/c2c[nH]c3ccccc23)CC1)C,2.63
7052009,O=C1NC=C(C(=O)N1)CC,3.47
4084008,C12C(N(CCOCCO)[Ru]34567([O]=2)([c]2([cH]7[cH]6[c]5([cH]4[cH]32)C(C)C)C)Cl)=[O][Ru]23456([c]7([cH]3[cH]6[c]5([cH]4[cH]27)C(C)C)C)(N1CCOCCO)Cl,2.28
7151614,C1(=O)N(C(=O)[C@H]2[C@@H]1[C@H]1N([C@H]2c2ccc(cc2F)C#N)CCC1)Cc1ccc(cc1)F.C1(=O)N(C(=O)[C@@H]2[C@H]1[C@@H]1N([C@@H]2c2ccc(cc2F)C#N)CCC1)Cc1ccc(cc1)F,2.87
2219569,n1c(nn2c1nc(nc2N(C)C)N)c1ccccc1.OC,3.17
4077677,[W]1234567([Se]C1=C([Se][Se]2)c1ccccc1)([Se][Se]3)[c]1([c]4([c]5([c]6([c]71C)C)C)C)C,1.17
4072652,C1CCCC[P]1([Pt]([P]1(CCCCC1)C(C)(C)C)(Cl)Cl)C(C)(C)C,3.02
4029508,S(=O)(=O)(N1C(CC=C1COC(=O)c1ccc(N(=O)=O)cc1)c1ccccc1)c1ccc(cc1)C,1.81
1508923,C1(=O)O[C@@H](C[C@@H]2CCCC(=C12)O)C,3.74
4023480,s1c2ccccc2nc1c1sc2c(scc2)c1,2.16
2214769,n1(c2ccccc2)c(C)nc(N(=O)=O)c1OC,2.64
4067543,C12C(C=CC(=CC=1)[Se]c1ccccc1)=[N]([Zn](C)N2C(C)C)C(C)C,2.04
4027729,Clc1ccc(N2c3cc(Nc4ccc(Cl)cc4)ccc3N=C3C2=CC(=Nc2ccc(Cl)cc2)C(Nc2ccc(Cl)cc2)=C3)cc1,1.29
7029718,c1nc2c(cccc2cc1)[Hg]c1cccc2cccnc12,0.816
4117035,C12(N(=O)=O)C3(N(=O)=O)C4(N(=O)=O)C5C3(N(=O)=O)C1C5(N(=O)=O)C24,2.95
7210539,COC(=O)c1ccc(cc1)/C(=C(c1ccc(C(=O)OC)cc1)\CBr)CBr,3.13
4030976,[P@@]1(=O)(c2cc3c(cc2C=C1c1ccc(OC)cc1)cccc3)c1ccccc1,2.27
2230021,[C@@H]12N(C(=O)[C@@](N=C1c1ccccc1)(CC2)c1ccccc1)Cc1ccc(cc1)OC.[C@H]12N(C(=O)[C@](N=C1c1ccccc1)(CC2)c1ccccc1)Cc1ccc(cc1)OC,2.63
2237964,N#CCC(=O)N1CC[C@H]([C@H](C1)N(C(=O)OC(C)(C)C)C)C,4.69
7200313,Oc1ccc(C2(CCCCC2)c2ccc(O)cc2)cc1.OCC(C)C,3.76
2101959,OC(=O)Cc1c[nH]c2cccc(C)c12,3.04
8101969,O1N(Cc2ccccc2)[C@@H](C(=C[C@H]1c1ccccc1)OC)[C@@H]1OC(OC1)(C)C,3.45
7109153,c1cccc2c1c(/C=C/c1c[nH+]ccc1)c1ccccc1c2/C=C/c1c[nH+]ccc1.[Cl-].[Cl-],1.68
1529473,O(c1c(OCC(c2[nH]ccc2)(c2[nH]ccc2)C)cc(cc1)N(=O)=O)CC(c1[nH]ccc1)(c1[nH]ccc1)C,1.38
7152382,O=C1[C@@H]2OC(O[C@H]2[C@@H](O)[C@@H](N(=O)=O)CC1)(C)C,2.67
2210061,O=N(=O)c1c(cccc1)/C=N/c1ccccc1,2.01
2011649,O=C1[C@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]1O,3.79
1516763,S(=O)(=O)([C@@H]1[C@@H](C#N)C1=C)c1ccc(cc1)C.S(=O)(=O)([C@H]1[C@H](C#N)C1=C)c1ccc(cc1)C,4.19
4509150,n1ccc(cc1)/C=C/c1ccncc1.OC(=O)[C@H](c1cc2ccc(OC)cc2cc1)C.OC(=O)[C@H](c1cc2ccc(OC)cc2cc1)C,1.17
2218813,O=C(Cn1cnc2ccccc12)c1ccccc1,2.21
4024510,IC1=C([Se]c2ccccc2)c2cc(ccc2OC1)C,2.62
1502962,Brc1nc(sc1c1sc([Si](C(C)C)(C(C)C)C(C)C)nc1Br)[Si](C(C)C)(C(C)C)C(C)C,2.72
4084692,c1(c(nc(s1)c1nc(c(c2ccc3c(c2)c2c(n3c3ccccc3)cccc2)s1)CCCC)CCCC)c1cc2c(cc1)n(c1c2cccc1)c1ccccc1,2.1
7214425,NCCCCCCCC,4.66
4022460,OC(c1c(c2c(cccc2c2ccccc2C)c2ccccc2C)cccc1)(C)C,3.69
4071000,[cH]12[cH]3[cH]4[Ru]567813(C#[O])[c]12[c]28[c]45C(c3cccc(c3O2)[Si](C)(C)[Ru]23458(C#[O])([c]9([cH]2[cH]3[cH]4[c]25[c]89Oc3c(cccc3C2(C)C)[Si]6(C)C)[Si]7(C)C)[Si]1(C)C)(C)C,2.72
4108581,O=C(C)[C@H]1[C@@H](CCC[C@]1(O)C)C,3.76
1506009,O=C1NCCNCCNCCNC(=O)c2nc(C(=O)NCCNCCNCCNC(=O)c3nc1ccc3)ccc2.OC.OC,2.32
4031958,N1([C@H](C[C@H]1C#N)c1ccccc1)c1ccccc1,3.44
2215154,Fc1ccc(Oc2c(ccc(Oc3ccc(F)cc3)c2)C(=O)C)cc1,3.06
7220702,Oc1c(c2c(n(Cc3ccccc3)c(C)c2C(=O)C)c2ccccc12)C#N,2.6
4501793,C1(=O)C(=C([C@H]([C@@H](CO)O)O1)O)O.C(=O)(C[NH2+]C)[O-],3.37
1518906,O=C1c2ccccc2c2ccc3c(c4c5ccc6c7c(C(=O)c6c5ccc4)cccc7)cccc3c12,1.81
2015376,O=Cc1c(cccc1)C#N,2.62
2010839,C12(Sc3ccccc3S1)Sc1ccccc1S2,2.9
7150711,[Se]=P1(OCC(CO1)(C)C)N,4.53
4065630,[Pd]1(Br)(Br)=C2N(C=CN2CN2C=1N(C=C2)c1c(cc(cc1C)C)C)c1c(cc(cc1C)C)C,2.93
1507189,S(=O)(=O)(N1C(=C2c3ccccc3C(=C2C1)c1ccc(cc1)C)c1ccccc1)c1ccc(cc1)C,1.91
2012082,O=C1[C@]2(CC[C@@H]3c4cccc(c4[C@@H]([C@]3(C1)C2)C(=O)O)C)C.O,3.64
1518943,[Si](OC[C@]12[C@@H]3O[C@H]4O[C@@H](C3)C[C@@]1(O4)CC(=O)CC2)(C)(C)C(C)(C)C,3.6
2236213,o1c(c(c2ccccc12)C1C(=O)OCC1)C#N,3.12
1507257,O1[C@@]2(CCC[C@](C2)(C(=O)O)C1(CC)CC)C(=O)O.O.O1[C@]2(CCC[C@@](C2)(C(=O)O)C1(CC)CC)C(=O)O.O,4.29
4501204,c1cccc2c1c(c1ccccc1c2)C(=O)O,1.93
2300573,S(=C1C(=O)c2c(C1=O)cccc2)(C)C,2.6
7106604,c1(c(c(n(c1)Cc1ccccc1)C)C(=O)C)c1cc(c2ccc(cc2)OC)ccc1,3.19
1503550,[C@@H]1([C@@H](CC[C@]2([C@@]1(CCC2=O)O)C)Cl)C(=O)C.[C@H]1([C@H](CC[C@@]2([C@]1(CCC2=O)O)C)Cl)C(=O)C,3.61
2013013,C(=O)(O)/C=C\C(=O)[O-].c1c[nH+]ccc1/C=C/c1cc[nH+]cc1.C(=O)(/C=C\C(=O)[O-])O,1.84
1513752,c1(cc2ccc(cc2cc1)OC)[C@@H](C)C(=O)N[C@H](C(=O)OC)Cc1ccc(cc1)O.O,2.88
1507847,C1CCC(=O)C21C(=O)Oc1c2c2ccccc2cc1,2.82
4031960,O=N1=C(c2ccccc2)C(CC1/C(=C/C)c1ccccc1)(C)C,2.72
2205490,[Cd](OC(=O)/C=C\C(=O)O)(OC(=O)/C=C\C(=O)O)([OH2])([OH2])([OH2])[OH2],2.78
2217606,c1(c(c(ccc1)F)F)C(=O)O,3.31
1503103,C1(CCCC\1=C(\C=C\c1ccccc1)c1ccc(cc1)C(F)(F)F)CC(=O)C,2.6
4028004,Brc1c2cc(c(cc2c(c2cc(c(cc12)OC)OC)c1c(C(=O)O)cc(c(c1)OC)OC)OC)OC.C(Cl)Cl,2.23
7154306,S1c2c(N(C#N)C(=C1)c1ccccc1)ccc(OC)c2,2.38
1505203,Oc1cc(O)ccc1.n1ccc(cc1)C#N.n1ccc(cc1)C#N,2.07
7152620,O1C(=O)c2c(O)c(cc(c2c2ccccc12)C(=O)c1ccccc1)C(=O)OC,2.58
4064894,[Fe]12([Fe]3([S]1CN(C[S]23)c1ccc(cc1)C(=O)OCC)(C#[O])(C#[O])C#[O])(C#[O])(C#[O])C#[O],1.63
2219736,O(C(C)(C)C)C(=O)N1C[C@H]2OC(=O)[C@@H]1C2,4.28
7015873,ClC(Cl)(Cl)[C@H]1CCCC[C@H](Cl)CC1.ClC(Cl)(Cl)[C@@H]1CCCC[C@@H](Cl)CC1,4.64
2219309,C1(=O)N(C(=CC(=O)N1C)/N=C/N(C)C)C.O.O,3.12
1512588,[Pd]12(Cl)[P@@](Cc3c(cc(c(c23)C[P@]1(C)C(C)(C)C)C)C)(C)C(C)(C)C,3.6
1511933,Brc1ccc(cc1)[C@@H]1[C@H]2COC(=C[C@@]12c1ccccc1)C(C)C,3.26
2204619,O(c1cc(c(cc1)C#N)C#N)c1cc(Oc2cc(c(cc2)C#N)C#N)ccc1,2.72
7153607,S(=O)(=O)(N1CC(=Cc2c1cccc2)C(=O)c1ccc(C)cc1)c1ccc(C)cc1,2.54
1514245,C(#N)c1c(C#N)[nH]c(n1)C(F)(F)F,3.59
2105246,Oc1ccc(cc1)CC[NH3+].[O-]C(=O)[C@@H](O)[C@H](O)C(=O)O.O.Oc1ccc(cc1)CC[NH3+].[O-]C(=O)[C@H](O)[C@@H](O)C(=O)O.O,3.71
1507302,S(=O)(=O)([C@@H]1C(=O)N([C@@H]([C@H]1COCc1ccccc1)C(=O)OCC)Cc1ccccc1)c1ccc(cc1)C.S(=O)(=O)([C@H]1C(=O)N([C@H]([C@@H]1COCc1ccccc1)C(=O)OCC)Cc1ccccc1)c1ccc(cc1)C,3.55
4083950,[Cr]12345(C#[O])(C#[O])(C#[O])[c]6([cH]1[cH]2[cH]3[cH]4[cH]56)Cn1c[n+](cc1)C.[Br-],2.99
1506088,o1c(c2[nH]nnc2C#N)ccc1,3.0
4066750,[C]12(=[CH2][Co]2(C1)(C#[O])(C#[O])[P](CC)(CC)CC)[C]12=[CH2][Co]2(C1)(C#[O])(C#[O])[P](CC)(CC)CC,2.58
4025238,Oc1cc2C[C@@]([NH3+])(Cc2cc1)C(=O)[O-].O,3.91
4116822,c1(cc(cc(c1)F)F)F,4.59
7201832,[nH]1ccnc1NC(=O)Nc1ccccc1,3.49
2012509,c1(ccc(cc1)OC)/C=C/C(=O)OC,2.85
4076719,[Mo]123([n]4cccc5c4c4[n]1cccc4cc5)(C#[O])(C#[O])([CH2]=[CH]2C3)/C(=C(\OC)C(=O)OC)C(=O)OC,1.45
2217464,[Br-].[Br-].[NH2+]1[C@@H](CCC1)C[n+]1ccccc1N,2.61
1502276,Brc1ccc([C@@]2(CC(=O)CCC2)CN(=O)=O)cc1,2.51
4025877,S(=O)(C)C.n1n2nnnc2nc2[nH]c3ccccc3c12,2.09
1501685,[NH3+]CC.[Cl-],5.57
7151882,Ic1ccnn1c1ccncc1I,2.94
2015894,c1ccc(cc1)SCc1nc(CSc2ccccc2)c(nc1CSc1ccccc1)CSc1ccccc1,2.63
4020464,Fc1c(OC)nc(F)c2N(CCN(c12)C)C,3.62
1519569,S(=O)(=O)(OC[C@H]1OC(O[C@H]1C=C)(C)C)c1ccc(cc1)C,4.04
7224034,O1C(=C(C(c2c1n[nH]c2C)(CC(=O)OCC)C)C#N)N,3.79
4029563,S(=O)(=O)(C[C@H]1C(=O)CC[C@@]2([C@@H]1CC[C@H]2[C@@H](C)CCCC(C)C)C)c1ccccc1,3.6
2229083,c1cc(ccc1C)/N=N/c1ccc(c(c1)C(=O)C)O,1.92
1506838,O.OC(=O)c1ncc(nc1C(=O)O)C(=O)O.O,2.46
2239734,o1cc(c(=O)c2cc(OC)ccc12)/C=N/NC(=O)c1cc(OC)c(OC)c(OC)c1.O,2.31
4504086,C1(=O)N(CCC1)CC(=O)N,4.45
2217820,O=C(/C=C/c1c2c3c4c(cc2)cccc4ccc3cc1)c1ccccc1,1.62
4029244,n1(c(cc2ccccc12)c1ccccc1)c1n(cnc1C(=O)OCC)c1ccccc1,3.09
4026074,O=C1[C@@]23C=CC=C[C@@]43O[C@H]3[C@H]5[C@@H]4[C@@H]2[C@H](CC5)[C@@]13C#N.O=C1[C@]23C=CC=C[C@]43O[C@@H]3[C@@H]5[C@H]4[C@H]2[C@@H](CC5)[C@]13C#N,2.7
7103354,[c]12(c(c(F)c(c(F)c1F)F)F)[Cu]13[c]4(c(c(c(c(c4F)F)F)F)F)[Cu]453[c]3(c(c(F)c(c(F)c3F)F)F)[Cu]34[c]4(c(c(c(c(c4F)F)F)F)F)[Cu]2153.c1cccc2c1cccc2,2.33
4029824,c12CCC[C@H]3c1c(c1c(cccc1)O3)no2,3.29
2003412,C1=C[C@H]2C[C@@H]1[C@@H]1[C@H]2C1(c1ccccc1)c1ccccc1,3.48
4069583,[Pd]123(Br)[NH2]Cc5c([C]2(=[C]3(C(=C1CC)CC)CC)CC)cc(Cl)cc5,3.02
2104165,C(=O)([C@H](CCC(=O)N)[NH3+])[O-],4.4
2241138,C1CN(CC#Cc2ccc(c3ccc(C#CCN4CCCC4)cc3)cc2)CC1,2.3
7154599,n12c(nc(c3ccccc3)c1SC)ccc(c2)I,2.75
2209718,C[NH+](C)CCNC(=O)C(=O)NCC[NH+](C)C.N(=O)(=O)[O-].N(=O)(=O)[O-],2.9
7204769,c1ccc(C#Cc2ccccc2)cc1.c1(c(F)c(F)c(c(F)c1F)C#Cc1c(c(c(F)c(F)c1F)F)F)F,2.62
4028814,Clc1c2N(C(=O)Oc2ccc1)Cc1ccccc1,3.79
4071778,[Si](C(c1c2c(n(c3c2cccc3)C)c2c(c1OC)[C@H]1OCC[C@@H]21)=C=O)(C)(C)C.[Si](C(c1c2c(n(c3c2cccc3)C)c2c(c1OC)[C@@H]1OCC[C@H]21)=C=O)(C)(C)C,2.6
2227127,C1C=CC[C@@H]2CC[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CC(=O)[C@@H]1OC(=O)C)C,3.6
2015857,N1(C(=O)NC(=O)C(=C1)C)CCCC#N,3.46
4505817,C1(=O)CNC(=O)CN1.c1(c(O)cc(c(c1)O)C(=O)O)C(=O)O,2.25
2004605,Clc1cccc2c1cc1c(c2)cccc1Cl,1.91
2213115,O=C([O-])[C@@H]([NH3+])CC(C)C,4.9
7103003,c12c(c3c(cc(cc3)CCCC)s1)cc1c(c2)c2c(cc(cc2)CCCC)s1,2.34
2221709,Nc1nnc(s1)c1ccccc1C,2.97
1508159,Brc1cc(OCCCCCC)c(Br)cc1OCCCCCC,3.19
4071183,c1(ncnn1C)c1ncnn1C,3.78
4027596,c1cccc2c1cc(c1ccc(cc1)C#N)n2C,2.32
4020314,O=C1N(O[C@H]2CCCCCC[C@H]2ON2C(=O)c3ccccc3C2=O)C(=O)c2c1cccc2,2.61
4072764,[Fe]12345([P](CC[P]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(C1=C([C@H]1C#N)c1ccccc1)[cH]1[cH]2[cH]3[cH]4[cH]51,2.17
7203480,C1(=O)c2cc3C(=O)N(C(=O)c3cc2C(=O)N1CC(=O)O)CC(=O)O.c1cccc2ccc3ccccc3c12,1.62
1507393,S(=O)(=O)(OC[C@H]1OC(O[C@H]1[C@H]1O[C@@H]1S(=O)(=O)c1ccccc1)(C)C)c1ccc(cc1)C,3.91
7200244,n1c(N)ncc(c1)c1ccccc1,2.64
2239460,C1CN2CN3CN1CN(C2)CC3,3.59
2226629,[NH3+]c1c(cc(cc1)C)C.[Cl-],4.34
1501963,[I-].I[C@@H]1[C@H]2[N+](CC1)([C@H]([C@H]1[C@@H]2OC(O1)(C)C)[C@@H](O)C(=O)OC(C)(C)C)[C@H](C)c1ccccc1,3.22
7153434,OC[C@H](N)[C@@H](O)C#CCCCCCCCCCCCCC,4.49
7151002,Clc1ccc(S(=O)(=O)CC(=O)CC(=O)OC)cc1,3.84
7054723,CC#CC(=O)O,4.01
4081467,c12ccccc1[CH]1=[CH]3[C]45=[CH](C(=O)OC)[Fe]635(C4)(C#[O])(C#[O])[S]2[Fe]16(C#[O])(C#[O])C#[O],2.05
1540378,C1N([C@@H](CS1)[C@@H]1CC(=O)ON1C(=O)OCc1ccccc1)C(=O)OC(C)(C)C,3.71
2006750,O=C1CC(C)(C)CC=C1O,2.94
4320726,[BH]1234[BH]567[BH]89%10[BH]%11%12%13[BH]%141([BH]1%152[BH]235[BH]368[BH]59%11[C]123(CCCCCCC)[BH]%13%14%155)[C]47%10%12[C]1234[BH]567[BH]891[BH]1%102[BH]2%113[BH]345[BH]456[BH]678[BH]791[BH]1%102[C]467(CCCCCCC)[BH]%11351,5.82
7204156,C(=O)(OCC(C)(C)C)[C@@H]([C@@H](C(=O)OCC(C)(C)C)CC)CC,5.19
7117584,N1(C[C@H]2[C@]3(CC1)N(C(=O)[C@@H]([C@@H]3CC2)O)C)Cc1ccccc1.N1(C[C@@H]2[C@@]3(CC1)N(C(=O)[C@H]([C@H]3CC2)O)C)Cc1ccccc1,3.61
1504534,C12=C(c3c4c(cccc4c(N4CCOCC4)cc3)C2=O)O[B]([n]2c1ccc1ccccc21)(F)F,1.59
4022791,S(=O)(=O)(N[C@@H](Cc1ccccc1)CSc1ccc(N(=O)=O)cc1)c1ccc(cc1)C,2.17
7151830,S(=O)(=O)(n1c(cc2cc(ccc12)C)c1ccc(cc1)C)C,3.2
1520189,c1(ccc(cc1)OCC)NC(=O)C,3.6
4513126,c1cccc2c(c3ccccc3c(c12)NC(=O)OC(C)(C)C)C(=O)OC(C)C,1.94
2233794,[O-]C(=O)C([n+]1cc(N)ccc1)CC(=O)O.O,2.53
2201557,[Si](OC(=O)C)(OC(=O)C)(OC(=O)C)OC(=O)C,4.79
2201135,c12cccnc1c1ccccc1c[nH+]2.[Br-],1.58
2219120,ClC(Cl)Cl.[Cl-].N1(CC[NH2+]CC1)Cc1ccccc1,3.42
4027327,c1(ccccc1OC)C(=O)C(=O)NC(C)(C)C,2.43
2227450,O1C(=O)C=C[C@H]1CO[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,2.9
4113695,ClC(=C\C(=O)O)\CC(=O)O,3.63
2215317,[O-]C(=O)[C@@H]([NH3+])CC(=O)N,4.09
7154493,S(=O)(=O)(N[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O)C,5.77
4504544,c1c(C(=O)NCCCCCCCCNC(=O)c2cnccc2)cncc1,3.39
2225586,C(#N)CN(CC#N)CN(CC#N)CC#N,4.36
2016191,O=C1NC(=C(C1)C(=O)C)C,3.03
